bidder_id,avg_avg_time_between_other_bids,avg_avg_time_between_own_bids,avg_avg_time_between_own_bids_second,avg_consecutive_bids_per_auction,avg_n_bids_per_auction,avg_whole_time_per_auction,max_avg_time_between_other_bids,max_avg_time_between_own_bids,max_avg_time_between_own_bids_second,max_n_bids_per_auction,min_avg_time_between_other_bids,min_avg_time_between_own_bids,min_avg_time_between_own_bids_second,min_n_bids_per_auction,n_auctions,n_auctions_won,n_bids,n_bids_first,n_countries,n_devices,n_ips,n_urls,var_avg_time_between_other_bids,var_n_bids_per_auction
a0660fe8a46b9cb6b02e7b0c50eef6a905vt6,14413492691.186636,1708343367012.9924,-270163178984.62396,1.023701037792166,6.994535519125683,7928404858299.527,243666666667.0,8328421052632.0,4106157894737.0,451,21052631.6,157894737.0,-8050210526316.0,1,183,0,1280,0,46,246,977,807,1.0635840306569188e+21,1128.2801897555996
aaa8650a6e0997e90e4b6a9fc2ddf555m5c1g,70164163011.84756,3718194001171.191,47133851.33983287,1.0000632191174612,33.81818181818182,10517881578947.25,150921052632.0,8365052631578.0,47133851.33983287,720,51388888.89027778,37881267842.76356,47133851.33983287,1,22,0,744,0,32,144,580,257,4.095940529870345e+21,23489.012987012986
3b233dc399f175100fb11ff9c66fa5b074z60,21048116733.37002,1767780248968.0898,-302272775544.50586,1.0350794650636088,17.801526717557252,7427600979192.175,937368421052.5,8328631578947.0,6786789473684.0,324,35087719.333333336,947368421.0,-6694052631579.0,1,131,0,2332,1,46,320,1739,991,1.0757327149077948e+22,2167.6679976512037
81a6dd18d43cb3b1999176eea563b438roe7y,3798951663.000895,3262601724055.057,-2170765576820.8508,1.0000964041260967,4.658536585365853,7221318077803.174,18242105263.2,18082947368421.0,2115078947368.5,255,53457172.337254904,1842105263.0,-10300210526316.0,1,82,0,382,0,20,114,311,188,2.0907368589291074e+19,784.6473953628425
414af5edf09c473bde75644b76a68e7feesrw,16830609331.82411,3910220285014.8853,133957399223.55719,1.1041634648141074,2.8070866141732282,8610270813397.063,268763157894.5,22295368421052.0,17976947368420.0,28,87719298.16666667,131578947.5,-11750999999999.0,1,254,1,713,1,68,195,474,381,1.5784339308640482e+21,15.713625470729202
915ccac760c7359a446100fd1a54bbf6oyrzf,39049202926.03614,1954364662291.142,-199174186272.23886,1.0533668678960155,8.436868686868687,10640533445166.658,1298877192982.3333,21699052631579.0,9492157894736.0,595,0.0,105263158.0,-16197789473683.0,1,396,2,3341,10,57,475,1972,1436,1.4634483710407362e+22,980.3276499168904
39f9dad880d32ee607af7571ec24807bn1g2d,17449028186.695312,1349608504809.0632,13419629498.937712,1.077060136832864,5.7727272727272725,5864205741626.849,87552631578.5,4015421052631.6665,2539999999999.0,51,421052631.5,3631578948.0,-4770105263158.0,1,44,0,254,2,5,67,210,6,4.2299065595914165e+20,66.36575052854123
2fe472c1be232dca314d4bdf0fa95165rjv69,22773877184.624435,2079756108777.1711,-88451590112.74062,1.075282931351878,9.706457925636007,9813707619339.043,2020342105263.0,22538473684211.0,17023578947367.0,199,0.0,754385965.0,-8412421052632.0,1,511,10,4960,3,70,449,3025,1280,1.7345227525759934e+22,315.34895821342235
c0e3343070766b359c664f93ca65040b6bh2k,3889689309.691008,4814411096027.8955,-10126542888.71875,1.000034775351231,12.346153846153847,10152537396121.842,20868421053.0,22749684210526.0,11305052631579.0,554,0.0,2000000000.0,-11502789473684.0,1,52,0,642,1,13,153,486,220,3.5203653338456834e+19,5867.054298642534
2b429b9235bab2877cd93ac6d9fbc2d7tzwre,12354935924.718264,2799721775549.576,-210412080750.67014,1.0462754639724439,16.778301886792452,9516286736842.072,388105263157.6667,23151473684210.0,21446210526315.0,2634,17543859.666666668,315789474.0,-9714526315789.0,1,212,0,3557,1,52,356,2313,1143,2.2888606983026067e+21,32670.14492980417
7d44df0d40982a6651a06cf533ef5dddtppag,29380513864.507465,3638313917574.126,-767235608431.3522,1.0272144478833343,4.67843137254902,9805507136485.21,543157894736.3333,21247842105263.0,8115736842105.0,217,0.0,52631579.0,-21786578947368.0,1,255,0,1193,0,39,237,559,637,5.715620625594569e+21,272.51823375019296
6182daa56cb0623719228c9e576b71fcpg8r8,13634282133.94231,2883623145969.429,-37018111177.48851,1.093704072381192,11.194852941176471,10171346889952.174,132245614035.33333,18146947368421.0,7750000000000.0,288,0.0,421052632.0,-13934631578947.0,1,272,3,3045,2,78,447,1990,120,6.316791478978487e+20,1541.2644752550466
e19f258fa5019e58974b562a8e1433ccluztk,70798534007.51488,2090483812485.495,-279917404903.1195,1.0228756543097737,8.629807692307692,9174691544434.836,2911157894736.5,15966526315789.0,12911473684210.0,205,37593984.85714286,5105263158.0,-9830842105263.0,1,208,4,1795,8,39,343,903,172,9.461096196033811e+22,520.5627787068004
cb705744a588c18087921e74e68cfa10oev6i,36390039190.09738,2570910147768.874,-88722046015.57854,1.0300433726603346,5.735795454545454,10464678849902.514,1913973684211.0,17848947368421.0,13867263157895.0,76,26315789.0,578947368.5,-16985157894737.0,1,352,4,2019,1,59,310,1548,846,3.385557032475309e+22,78.01831617456618
3d2608a892e44dad3027ab55bfaa0b26r69hy,32696232096.230247,2569171529879.6187,-210253836306.45685,1.060477012293947,10.00677966101695,7756231518101.578,331842105263.3333,21116578947369.0,8767684210526.0,1695,26315789.5,842105263.0,-22643263157894.0,1,295,7,2952,5,35,319,1153,279,2.402137973107144e+21,9727.326484492103
5720c8d7bc15b94037cd75ff9496a35evugeo,52671965643.102715,1977940794974.3213,79271757816.17644,1.072679201136141,10.464285714285714,8691341105929.38,938131578947.5,15991789473684.0,9444552631579.0,186,0.0,368421052.0,-15542052631580.0,1,112,1,1172,6,8,143,156,39,1.7653383515308055e+22,579.2239382239383
ec0c9e98cdf302274974ad212477f851iw35b,45787892012.21742,2630107564430.8315,112231239804.23872,1.0522545282671711,7.349753694581281,9971606254129.021,799578947368.5,24532421052632.0,18376105263159.0,119,0.0,52631579.0,-15890736842104.0,1,406,6,2984,4,73,375,1778,1191,1.2414528356821408e+22,195.25514808733197
d6fd864297177c38cea65aed8a45fb7bbp2e3,80945095608.14748,2060053483979.8823,36174627782.36662,1.0755396309665686,7.02991452991453,9365729916897.453,1455394736842.5,10225631578947.0,15786789473684.0,99,105263158.0,4078947368.5,-10103684210527.0,1,234,2,1645,3,23,248,335,173,3.511591093197075e+22,139.80596823300687
b729f60d26fde89a01f3fa89759d6b07t0ec4,122691328645.04735,583066294509.7574,28492670859.300423,1.445989496838605,59.523809523809526,4807000000000.029,1088828947368.25,6274684210526.5,4061894736843.0,883,142460581.83122364,5879699248.142858,-1273263157894.0,1,42,4,2500,4,7,201,2389,92,6.834589050502256e+22,32404.645760743322
8cb96eaadc11cf4f914bad84518632e7czdyl,209242780331.21033,1497224130889.6646,-179624554244.25412,1.1865910476703114,21.92982456140351,14542056743420.969,2525894736842.0,15591315789473.0,5289842105263.0,170,2394736842.0,73583333333.33333,-8500894736842.0,1,114,16,2500,14,7,204,1176,1418,1.8004702733346987e+23,1600.6145008539047
fa64831ab5ade55daee13f852c16b0a84ujt0,4332761703.970337,4291209847011.421,-16702448381.055958,1.025974025974026,7.0476190476190474,8732895810955.837,40026315789.5,16656947368421.0,16305210526315.0,648,17543859.666666668,1947368421.0,-14454157894737.0,1,126,0,888,0,53,173,641,99,5.242375747859508e+19,3316.317714285714
d42604c7cca8ec92839e92508f2a3e52ehz29,29858076937.050274,2118730325616.8962,-128970916452.83696,1.035697934769964,10.678983833718245,9854178685146.979,1193894736841.5,17532000000000.0,9137789473685.0,971,20594965.695652176,315789474.0,-13034105263158.0,1,433,3,4624,0,76,533,3129,236,1.1065087210800007e+22,2347.0286545205713
b4550ab1da3a3ed6e4a206c9ef78d496q23hb,13082649335.335615,5022198434356.6875,1818448208410.313,1.0368686065617216,7.798245614035087,8762726522187.843,94657894737.0,18301368421053.0,19761315789473.0,664,0.0,350877193.0,-8097842105264.0,1,114,0,889,0,66,198,593,455,5.376787008847126e+20,3847.5253066294053
651402deb28af3e3d1ab9a6b88314b591uuaz,52631579.0,9971052631579.0,,1.0,1.1666666666666667,9971052631579.0,52631579.0,9971052631579.0,,2,52631579.0,9971052631579.0,,1,6,0,7,0,4,4,6,3,,0.1666666666666668
ba266f4898bf572447ad65856b362595yjt2a,6985137614.731314,4179399605959.305,-14436390781.800844,1.0230845543345544,2.786324786324786,10089919736842.059,107963157894.6,22953473684210.0,13599421052631.0,21,0.0,473684210.0,-12945947368421.0,1,234,1,652,0,40,182,479,189,2.4947831046696056e+20,9.404790726679138
679d60378d42ca9d3b8a28073fe14fc7bv4jh,33520023191.97733,3772045803476.3354,-704720879126.1879,1.0050050422390848,3.226950354609929,9787740740740.729,2021473684210.0,18474421052632.0,10219210526316.0,23,52631579.0,210210526315.5,-13530368421052.0,1,141,0,455,0,16,108,381,256,5.040867876319039e+22,14.405268490374874
6e29de28296a57f039026ffc6df9145cxo2n0,25275133001.51726,2808807770122.051,1495584491503.634,1.0157708392738332,5.25748502994012,8625863486842.125,173152046783.66666,23028842105263.0,21328157894738.0,445,0.0,1578947368.0,-4301368421052.0,1,167,1,878,1,11,213,431,216,9.01904924427652e+20,1190.3007719500758
a7bc17dfb615eacffe397be5b2c2f3a6r0bb9,148209052862.70667,2863289406436.0293,248560187526.59747,1.0650730969613542,9.892682926829268,11325151821862.297,6452526315789.5,25339263157895.0,14649105263158.0,198,26315789.5,1052631579.0,-7477157894738.0,1,410,12,4056,10,112,571,1993,289,3.835725955737919e+23,412.97133997256844
cd8f738dfa2ea0554baa3dfc4465cdb8izun1,47045756992.18498,4217647572232.6377,-452660721134.6247,1.026473829201102,2.2148760330578514,8816959954233.445,2228500000000.0,20701736842105.0,26734789473684.0,26,0.0,842105264.0,-17460368421053.0,1,242,0,536,1,45,158,373,40,6.574010315532275e+22,6.891396042659717
8251041848182e6468c8119905a177dekmshg,19556475953.001694,2868992590282.923,181292597656.55396,1.033677108238183,6.961290322580645,11303322298679.545,705500000000.0,25606578947368.0,18491105263158.0,125,0.0,368421053.0,-16226000000000.0,1,465,5,3237,3,93,477,2283,582,2.8048494813431564e+21,198.83470522803114
9dc039dc57fd67bd9e7157f4f697ae7eloov1,39087748679.64047,1861140658589.241,-187473111255.09323,1.0909122505598594,16.29090909090909,11728208931419.395,372473684210.4167,16763842105264.0,7896447368421.0,79,249833444.4050633,162228744939.26923,-11341499999999.5,1,55,0,896,0,31,179,425,473,9.926145718211513e+21,453.24713804713804
bf190f2cffc1a77f0957f8cd1c98257dofy08,18527466444.751263,3390828615730.9375,-330360972735.9853,1.0448056122834883,3.309734513274336,8290216194332.016,314184210526.0,20265736842105.0,8302736842106.0,19,0.0,368421053.0,-10615315789475.0,1,113,1,374,0,13,115,210,48,1.9580402536617382e+21,14.108565107458913
d127576e329604b576df0a3248cdcda3279td,70243037638.85619,2676421775734.888,-284783166181.5396,1.0727032211777283,7.627151051625239,10585148490348.059,1399210526315.5,23679210526315.0,14247263157895.0,393,22556391.0,0.0,-20946789473685.0,1,523,10,3989,10,101,556,2109,1418,2.9283047900804112e+22,499.72087060357643
8e05310a342aec93aaec69a638e83a96aqyo7,4366782208.235385,807489478547.0171,794905438095.4211,1.026057166426971,14.25301204819277,3997655209452.163,40184210526.5,7983368421052.5,11268947368421.0,385,52631579.0,11280701754.333334,-472315789474.0,1,83,1,1183,0,23,220,1000,606,5.4812695705062244e+19,2231.3132530120483
1df5be644b8963750305092eb8ec878ayba4x,12487597954.06279,3093290973910.5947,-111425449285.92442,1.0353753740209413,9.731182795698924,7883390828556.564,127894736842.5,22845105263158.0,13177315789473.0,1180,56289027.666101694,23102807910.361324,-12196894736842.0,1,186,1,1810,1,53,255,1158,772,4.9690301227857235e+20,7463.192211566405
15f34e73687d7361ac0d780737fca261g2s9n,52507328325.57531,3285539466134.9375,258133962018.91058,1.040127312191683,4.049217002237136,9709748313090.396,1755763157894.5,25647315789474.0,22829368421053.0,138,0.0,0.0,-16151894736842.0,1,447,10,1810,5,59,424,1181,902,3.4600903597830846e+22,79.70160812993448
384ba7c5a8ccf55d174080d9ad7de9b8mfysi,12566534435.202929,3862500106871.7183,-566835444731.8778,1.0199887387387385,4.3108108108108105,8117495985726.966,279394736842.0,22649473684210.0,4227210526316.0,335,54045561.668656714,315789474.0,-12628052631578.0,1,148,0,638,0,60,207,476,324,1.4535329076464446e+21,754.8415149843721
b2d3db61ddb119aa4e5f43e1bf72e349xr5tp,5476705737.285504,2249738774589.7964,89572113787.17413,1.015353754561259,7.380645161290323,10764077008310.137,74171052631.25,19735578947368.0,15122210526316.0,207,0.0,52631578.0,-5454763157894.0,1,155,1,1144,0,19,218,875,155,1.0867241666098099e+20,309.40611646418097
33a7a0121e28cca4e42494dd0f5aa03fdhlm1,7640350877.166667,883921052631.6666,1355657894737.0,1.125,1.3125,1699157894737.0,11649122807.0,2444763157895.0,2711421052632.0,3,3245614035.0,947368421.0,-105263158.0,1,16,0,21,1,5,11,14,9,1.7766466605434585e+19,0.49583333333333335
8720f071e045d4cec9d707c583a3d64avjyyy,5603281084.925609,3244774255184.4736,1380436237753.4207,1.0181023720349562,2.247191011235955,6213936532507.677,32473684210.5,11970973684210.0,18237105263158.0,17,70175438.5,3078947368.0,-3320289473684.5,1,89,0,200,1,6,48,144,26,4.662319969312159e+19,7.120020429009194
8c4b0d95ba36c0ba2a52f9043c62fccev75uu,1864869702.3720336,2278189559749.2666,-193631262279.13284,1.0642025168276266,55.4,9140263157894.572,6404017289.623188,12296210526316.0,5484724005.131707,226,242105263.2,13979460847.243902,-1163947368421.3333,1,10,0,554,0,3,173,390,317,4.3950771220751365e+18,7683.377777777777
7029915a2c5aa5d964acfd85c30c3950b4opr,34280834610.39164,3573557233355.3486,-824932682359.2672,1.0363397786298985,2.466019417475728,8867403890160.13,837763157895.0,21977894736842.0,20464368421052.0,23,0.0,842105263.0,-17198947368420.0,1,206,0,508,1,31,175,325,145,1.075819329584763e+22,9.869571394743074
96caf14832aa8be04d98aa481b320392kb2gc,4385845498.829995,3988555934207.797,1037369808275.5662,1.0105747126436782,2.475862068965517,7554053998632.909,90894736842.0,22843842105263.0,9529210526315.0,19,26315789.5,315789474.0,-6011210526315.5,1,145,0,359,2,20,95,300,150,1.2112095031435947e+20,6.542816091954023
649b364bc466208e559858f0677b421dbnalw,5508596491.375,2301224248120.4106,-1039640350877.125,1.0045454545454546,1.4181818181818182,4721942105263.2,12710526316.0,5134578947369.0,41877192982.333336,8,1122807018.0,61526315790.0,-3799947368421.0,1,55,1,78,0,17,38,66,33,9.338888170661857e+18,1.507070707070707
c1434e440370882ecf00ac52140f7adbuy1e9,5163312693.529411,4769111443381.087,1072311951754.4375,1.0,2.8333333333333335,8649019736841.875,24184210526.0,22220789473684.0,2192973684210.5,34,69659442.73529412,10210526316.0,-31722039473.6875,1,24,0,68,0,2,32,46,7,7.54343115082021e+19,44.84057971014492
63e3851eb5e1ee98df1065b333f6cb81mlby6,84310645122.39017,3502038388793.0264,-802253708255.9264,1.0947963991250211,2.537102473498233,7947672595281.269,3107342105263.0,23946684210526.0,15928157894737.0,30,0.0,315789473.0,-21674368421053.0,1,283,4,718,0,40,180,382,317,7.94103172361306e+22,9.306242638398116
5948bcd0f773286ff7d5cde332c7ae6918jt6,4593660680.931324,2147915293921.9644,430483019026.3374,1.0009191176470589,4.734375,6737800000000.028,44122807017.333336,19710421052631.0,13577631578947.0,30,35087719.0,45473684210.0,-6288052631579.0,1,64,0,303,0,10,81,217,138,8.774580513686666e+19,38.92832341269841
f04748a1437347d837a65ce04ee7d94enqhub,30501805406.001217,4120410680050.562,3702190732377.0186,1.0294623873645843,24.745098039215687,8702837320574.046,217263157894.5,13050526315789.0,12371631578949.0,1165,55884346.069527894,23413908482.54639,-54079739.33018057,1,51,3,1262,1,90,258,793,5,3.6225129804424214e+21,26526.713725490197
717a0a200628f9606d88afebaaeb409bv60y8,33937841380.62156,3195555843954.9175,-281574989288.5154,1.0123336253113158,9.447136563876652,10437048930920.977,3191605263158.0,22919263157895.0,12524578947369.0,2225,0.0,315789474.0,-18647526315789.0,1,454,5,4289,3,65,384,2494,1365,5.426587127468725e+22,10930.640687146872
68f092336430866db606f137c57c87e0hw7aq,8480305162.088041,3115468159749.471,807939211377.5924,1.0326025261566767,5.495098039215686,10952916666666.703,183666666666.66666,12866368421052.5,13852000000001.0,108,44956140.375,447368421.0,-9358578947369.0,1,204,2,1121,1,51,238,920,93,4.677826126634514e+20,209.41376895585822
041d869edcadf595b90e3b5248903183pn754,21269233205.708378,2883647394383.404,-149895807928.28882,1.0981471409260306,9.640776699029127,9256716468590.807,160482456140.5,24909421052631.0,8025842105264.0,134,70175438.66666667,105263158.0,-8051263157895.0,1,103,1,993,1,13,19,290,3,1.4443842899039156e+21,527.2128307633733
3e995d6f9dda5f29c02af4c9fcb94bac0csrw,80894960974.787,2421867752338.1416,97903178001.46677,1.0427397650541603,4.515548281505728,8549718220991.023,4694596491228.0,20966263157895.0,20523684210526.0,163,99521531.12727273,1210526316.0,-11473763157895.0,1,611,12,2759,6,70,417,1826,2085,1.1519899663549263e+23,100.10918408414048
7188dec1b560385b0826f78e7608fdfeai9fm,340520637045.95,2338909706805.605,220154603849.48788,1.1252990757981682,9.344827586206897,13270315789473.521,2272368421052.5,6163263157895.0,6119210526316.0,52,4578947368.333333,358302631579.0,-3508605263157.5,1,29,5,271,4,1,1,111,1,3.0828928332163084e+23,138.16256157635468
f725c5b4cece8353da7a636fcba0ecb5yxshd,16973730804.840544,3524389140916.8823,-840556777968.6101,1.0260677273664285,3.6623376623376624,11197689223057.666,142973684210.5,18965684210527.0,4108789473683.0,22,131578947.5,473684211.0,-9678710526316.0,1,77,0,282,0,4,30,88,10,6.561477951630795e+20,17.9107997265892
9a44bfde11a7b6ade17cd33a2b5102fcnlhm7,20904006607.444763,3650182590567.3164,-419501287885.66284,1.0166666666666666,1.8682634730538923,6985511004784.69,248026315789.0,22181894736842.0,4322578947368.0,21,0.0,631578947.0,-7133263157895.0,1,167,1,312,2,28,122,222,63,1.8187240349179694e+21,5.331938532573407
1e0b1a6ea8d307cb61e221723534c4dclf9w1,113376978810.73648,4054759361282.018,-463924426197.14636,1.0233509700176366,2.251851851851852,8706228708134.0,1887026315790.0,22224210526316.0,10864763157895.0,10,63157894.6,1500000000.0,-10123368421053.0,1,135,3,304,1,28,86,179,113,1.2039227738213577e+23,4.234604754007739
98e6dd2906ef1f7c13284a309f6b160cb2ujz,8340697809.343806,4193409974009.0737,-41498140350.7034,1.048913043478261,1.826086956521739,7626082846003.814,218789473684.0,21115263157894.0,15582684210526.0,8,17543859.666666668,2807017543.6666665,-8932052631578.0,1,138,0,252,1,31,101,196,34,8.923598907892543e+20,1.9841320215804508
50791a0a98478b7f78f8d30acaa4683dxab5p,5055847405.542351,4976492152814.307,-950415371135.5897,1.017980903336552,5.346153846153846,8573850202429.077,84315789473.0,21269947368421.0,2787157894736.0,480,49671052.639583334,52631579.0,-16560105263157.0,1,130,0,695,0,51,196,546,291,1.8977172556938635e+20,1762.3986285032795
9c0cbc0fd8a6c22ae3648801ade080fek6i13,10512013547.655909,2315937017223.9087,610679177196.5289,1.036837265353408,9.08955223880597,11045307017543.854,352086124401.8182,9102552631579.0,9178473684210.0,59,52631578.666666664,11157894737.0,-4544157894737.0,1,67,1,609,1,27,205,276,284,2.5519910359938174e+21,159.2342831298055
aa75d58c3e1207618d47c72ffb19c872bolg8,916307642.380362,1492927922954.1777,-829647591200.3483,1.0,4.857142857142857,5311377990430.454,4342105263.0,5116394736842.0,1618789473684.3333,14,109022556.21428572,8342105263.0,-4756263157896.0,1,14,0,68,1,1,30,59,22,1.7759153575099722e+18,17.516483516483518
975dd5178d34453c1c3c8edc47cf44274uv5s,20428361175.75502,2365862473573.75,586863293569.937,1.0320132828586666,6.72972972972973,10659588293162.812,596754385964.6666,15453947368421.0,11377315789474.0,155,13157894.75,4263157895.0,-3545157894736.0,1,185,1,1245,3,39,231,828,241,5.807251284618421e+21,187.51351351351352
e1fb642deec7b382433de94983d97681o14ko,39501302895.54296,2996310899706.331,63061623150.52526,1.0365902151870505,4.110266159695818,9514513860988.252,3687315789473.5,19079315789473.0,4610157894736.0,220,0.0,0.0,-5605684210526.0,1,263,1,1081,3,53,275,799,396,1.0445706019984406e+23,194.57939802049168
200b548999702c10f8f9fdbae9ce60622owzv,11269039800.646992,2446186788615.2256,-141186058880.9998,1.0367258422222843,6.928571428571429,9180928362572.973,130789473683.5,8275210526316.0,16276000000000.0,101,26315789.5,7052631579.0,-11791684210527.0,1,112,0,776,0,15,129,333,42,3.577907993751252e+20,238.22908622908625
77bc113594866d4902d6f867a456750c9vvmu,21523246653.42107,3311396820175.493,-953633397688.8529,1.0055555555555555,5.911111111111111,6985335526315.875,61157894737.0,9546789473685.0,-408964996.2248804,211,50885507.601895735,129740350877.19524,-2854947368421.0,1,45,1,266,1,10,87,188,124,3.625752141328464e+20,978.1737373737374
e4bee4e53a19aaf71e0ac0e3be752b2cz3k1j,30103745569.88132,3661257358349.1167,-616840457328.0376,1.0213403263403262,2.019230769230769,7592729463846.505,1775315789474.0,15995315789474.0,19904000000000.0,13,17543859.666666668,649122807.0,-13578210526315.0,1,260,2,525,2,46,171,410,219,2.999347121288678e+22,3.4166171666171667
958de49cdd870198543313fcf574d7c4eutrl,12257978552.679535,3624903764370.408,-138583125125.23352,1.018419007892692,3.464114832535885,9945609022556.361,419618421053.25,17985368421053.0,8890315789475.0,38,0.0,473684211.0,-11552315789472.0,1,209,1,724,0,40,196,462,255,1.91520004299835e+21,21.97106183290394
58c2b44923882a8252963e78886adaefh7hnm,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
a6230fdfd4879433e36a76d53440f426c7a7a,1517132675.4598958,952565396391.9155,-677320453030.9156,1.0,5.023809523809524,3363013157894.75,6368421053.0,4943078947368.5,603789473684.5,160,49342105.2625,6105263158.0,-2635105263157.0,1,42,0,211,0,29,85,177,101,4.036883580640636e+18,600.4628339140535
2b13a870a46975494b749feea0c5c7ed170ll,12539836606.81115,2355143788473.0054,144136708168.00897,1.018725735987468,8.445623342175066,10163143563133.174,246447368421.0,23000789473684.0,15034368421052.0,410,0.0,52631579.0,-13621736842106.0,1,377,5,3184,3,72,462,2318,190,6.464364468540852e+20,614.5562108471132
29013ddeb60a18f7d3bf9f3aaaebae6c8651o,16126900584.760715,3426755403108.9097,-936439327485.3705,1.0592105263157894,2.3421052631578947,6419482456140.223,70122807017.66667,11878684210526.0,5351789473684.0,14,210526316.0,105263158.0,-7042280701754.667,1,38,1,89,1,7,9,46,1,4.881287675820929e+20,6.933854907539119
8215dac41ad35a074c93bfcfbc0f908chlo5n,6942300194.898149,4794024122806.972,199198245614.1833,1.0384615384615385,1.6153846153846154,5837786549707.556,73157894736.5,22597105263157.0,2530815789474.0,6,26315789.5,4789473684.0,-1441684210526.0,1,52,0,84,0,15,44,64,34,2.9002298340956212e+20,1.3393665158371044
01c5692d487454cdbe731df330bef608f48zz,126010424.37846676,3194205038007.094,849221799333.2004,1.0,4.315789473684211,10715165413533.857,228070175.33333334,9066263157894.0,9052578947369.0,14,19736842.0,9894736843.0,-2298868421052.5,1,19,0,82,0,5,41,44,28,3688370765879458.5,15.228070175438596
f769b9f92260ecf046efd05bf9ab6822j7c02,4938421447.00398,3825527502249.138,-1359830273987.4998,1.0496357012750455,1.9836065573770492,7184675101214.442,55421052632.0,12560894736842.0,4601684210527.0,11,0.0,1298245614.0,-20646368421054.0,1,122,0,242,0,34,100,201,112,9.346928272652313e+19,3.024522422435984
613fe9b896ce3801e40212b3c8a8053c1e8nj,45097441403.529236,2197239990945.186,-713584871500.5857,1.045751633986928,4.588235294117647,5858351578947.44,789289473684.0,8093473684211.0,1702328947368.5,125,26315789.5,1105263158.0,-7047000000000.0,1,51,0,234,1,12,96,161,70,2.427388427121495e+22,300.0470588235294
e10ae48cce1e198f7283064cc8a2f836iy0z6,19841374269.0,5337936403508.75,928868421052.0,1.0,1.4516129032258065,5518219298245.583,84701754386.33333,22533842105263.0,1971052631578.0,3,736842105.0,12894736842.0,-113315789474.0,1,31,0,45,1,1,25,39,31,5.281929469037977e+20,0.3892473118279568
332484ddd66b9a3db89ee68f08b1288amq90u,7658057179.939815,4897108065302.155,-4478604511278.014,1.0,1.5084745762711864,7494657894736.833,76736842105.0,21195157894736.0,3527210526317.0,9,52631579.0,7578947369.0,-15020157894737.0,1,59,0,89,0,8,43,76,16,3.188070602625193e+20,1.4266510812390416
6c0212679f2439c4113386b2c6ef513e8wr8p,13921500171.470892,1475438468485.1907,250917893954.49286,1.0511747493134915,19.207792207792206,8050175751879.696,203750000000.0,14667105263158.0,9068789473684.0,245,78947368.5,4789473684.0,-3849210526315.5,1,77,0,1479,1,64,3,1389,4,1.0492453239391571e+21,1421.6404647983595
f28b5654b5633a0b5e3f757a16080116sjj1b,26779317442.740665,2291740378867.52,-1166613144.0348458,1.036209523809524,3.264,7971363327674.032,528868421052.6667,8029894736842.0,9209947368422.0,23,97744360.71428572,2947368421.0,-16059157894736.0,1,125,1,408,0,15,124,217,186,8.373979225208881e+21,16.518451612903227
628156f3bce703aa6bd275089c6c692499h1q,30124537761.38563,2972177468539.777,62411378813.07415,1.046998490972911,5.114503816793893,10151942105263.107,2906052631579.0,23843789473684.0,13746052631578.0,115,7518797.0,421052632.0,-12998526315790.0,1,393,1,2010,2,60,234,1045,1126,3.5004094300798717e+22,73.63736563327622
7f807b2eb6c391d55e67bcdf7e1cbb3fhylw0,12069981959.91312,3206247961757.6147,-13173411776.78434,1.0170664527768798,4.5359281437125745,10228042982456.15,838013157895.0,21537684210527.0,8585947368421.0,55,0.0,1973684210.5,-10326684210526.0,1,334,0,1515,0,72,305,1091,98,4.1694720329290964e+21,59.198404991818165
e98d8f348b266653b6784329782fd2e91vu3h,16420502092.197699,2087085581601.1934,566067066.4008439,1.0,22.727272727272727,15585184210526.5,32789473684.5,4060263157895.0,566067066.4008439,239,51530499.89539749,113908005307.38655,566067066.4008439,1,11,0,250,1,20,91,231,49,5.358864619791994e+20,5145.218181818182
6a1d4042a5f3a3f34f5b3ea753ecce30l0qj1,104856432748.48334,921971929824.625,1849809523809.5237,1.1590909090909092,1.6818181818181819,1924252631579.0,499434210526.25,3383973684210.5,6759947368421.0,9,131578947.5,921052631.625,-1210894736842.0,1,22,0,37,1,2,16,21,13,4.872801405603185e+22,3.2748917748917754
bc3d08ad6ac94b8b5ce40a29b59899cakj3p5,30000600275.168896,3319007659374.624,67280340176.4099,1.0724864935277076,4.255813953488372,10084555023923.441,1143715789473.7,22460052631579.0,22545631578946.0,70,43859649.166666664,157894737.0,-19125105263158.0,1,387,7,1647,7,40,291,1153,746,1.3213105066380592e+22,48.29449331244728
d7340ee3c04e600c31fd2a34c760f7e7d26bn,15943438140.780325,2859646073517.138,1847134174722.656,1.0357142857142858,2.142857142857143,5551721804511.19,232631578947.0,6947157894737.0,9073473684210.0,11,105263158.0,1157894737.0,-3269736842104.0,1,49,0,105,0,3,48,78,6,2.516869544625436e+21,4.041666666666667
8c339df2050a428c04a1c2bcbfe4a143loj8l,6071314260.748245,3708156590591.485,604638356440.2532,1.0188712522045855,3.164021164021164,9268424778760.947,59552631579.0,19395210526316.0,11388315789474.0,20,0.0,8210526316.0,-13917631578948.0,1,189,2,598,0,22,150,511,259,8.236320628990578e+19,10.68040076550715
22401c4dc0cb1e5d52da01ebb8b2839cdoauo,2511848248.0902896,1817762667698.611,153174571042.80936,1.0714285714285714,2.4571428571428573,6118191950464.294,10473684210.333334,6305315789473.667,4301526315789.0,9,78947368.33333333,631578947.0,-4647684210527.0,1,35,0,86,0,8,32,66,7,1.0704032335384982e+19,4.196638655462185
